"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 11 17:33:59 GMT 2023","Sat Mar 11 17:34:00 GMT 2023","698","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка возможности повторного переключения между опциями",""
"passed","Sat Mar 11 17:33:40 GMT 2023","Sat Mar 11 17:33:40 GMT 2023","504","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка изменения цены пиццы при выборе дополнительной опции",""
"passed","Sat Mar 11 17:30:29 GMT 2023","Sat Mar 11 17:30:31 GMT 2023","1411","tests.main_page","test_add_to_cart","TestMainPageAddToCart","","","Отображение цены продукта в корзине при его добавлении",""
"passed","Sat Mar 11 17:29:34 GMT 2023","Sat Mar 11 17:29:36 GMT 2023","2480","tests.cart_page","test_change_value_of_products","TestChangeNumberOfPizzaAtCart","","","Уменьшение кол-ва пицц - одна пицца в корзине",""
"passed","Sat Mar 11 17:33:33 GMT 2023","Sat Mar 11 17:33:34 GMT 2023","600","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка возможности выбора дополнительной опции",""
"skipped","Sat Mar 11 17:31:57 GMT 2023","Sat Mar 11 17:31:57 GMT 2023","0","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' после добавления пиццы в корзину",""
"passed","Sat Mar 11 17:34:36 GMT 2023","Sat Mar 11 17:34:39 GMT 2023","2883","tests.pizza_page","test_pizza_pages_add_to_cart","TestAddPizzaToCartFromPage","","","Проверка добавления верного количества пицц в корзину",""
"passed","Sat Mar 11 17:32:35 GMT 2023","Sat Mar 11 17:32:37 GMT 2023","2120","tests.pizza_page","test_pizza_pages","TestGoToPizzaPage","","","Переход на страницу пиццы с помощью слайдера",""
"passed","Sat Mar 11 17:33:46 GMT 2023","Sat Mar 11 17:33:47 GMT 2023","605","tests.pizza_page","test_pizza_pages_add_options","TestPizzaAddOptions","","","Проверка изменения цены пиццы при выборе дополнительной опции",""
"passed","Sat Mar 11 17:32:25 GMT 2023","Sat Mar 11 17:32:27 GMT 2023","2500","tests.pizza_page","test_pizza_pages","TestGoToPizzaPage","","","Переход на страницу пиццы с помощью слайдера",""
"skipped","Sat Mar 11 17:31:57 GMT 2023","Sat Mar 11 17:31:57 GMT 2023","0","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' после добавления пиццы в корзину",""
"passed","Sat Mar 11 17:31:10 GMT 2023","Sat Mar 11 17:31:12 GMT 2023","1560","tests.main_page","test_slider","TestMainPageSlider","","","Прокрутка слайдера на главной странице вправо/влево",""
"passed","Sat Mar 11 17:31:46 GMT 2023","Sat Mar 11 17:31:46 GMT 2023","332","tests.main_page","test_slider","TestMainPageSlider","","","Появление кнопки 'В корзину' при наведении на пиццу",""
